"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"517","2006","7","Maharashtra","Sindhudurg","5314.0","56.3","37.88","33.42","2292.0","24.3","16.34","14.42","1837.0","19.5","13.09","11.55","9443.0","67.31","59.39"
"517","2007","7","Maharashtra","Sindhudurg","6265.0","58.7","44.65","39.4","2207.0","20.7","15.73","13.88","2200.0","20.6","15.68","13.84","10672.0","76.07","67.12"
"517","2008","7","Maharashtra","Sindhudurg","3939.0","51.5","28.08","24.77","2140.0","28.0","15.25","13.46","1565.0","20.5","11.15","9.84","7644.0","54.48","48.08"
"517","2009","7","Maharashtra","Sindhudurg","4408.0","48.1","31.42","27.72","3468.0","37.9","24.72","21.81","1282.0","14.0","9.14","8.06","9158.0","65.27","57.6"
"517","2010","7","Maharashtra","Sindhudurg","7614.0","53.8","54.27","40.78","4287.0","30.3","30.56","22.96","2259.0","16.0","16.1","12.1","14160.0","100.93","75.84"
"517","2011","7","Maharashtra","Sindhudurg","4758.0","56.8","33.91","24.48","2518.0","30.1","17.95","12.95","1101.0","13.1","7.85","5.66","8377.0","59.71","43.09"
"517","2012","7","Maharashtra","Sindhudurg","4224.0","63.2","30.11","26.57","1423.0","21.3","10.14","8.95","1040.0","15.6","7.41","6.54","6687.0","47.66","42.06"
"517","2013","7","Maharashtra","Sindhudurg","4950.0","66.3","35.28","31.13","1465.0","19.6","10.44","9.21","1052.0","14.1","7.5","6.62","7467.0","53.22","46.96"
"517","2014","7","Maharashtra","Sindhudurg","5073.0","61.2","36.16","31.91","1749.0","21.1","12.47","11.0","1461.0","17.6","10.41","9.19","8283.0","59.04","52.09"
"517","2015","7","Maharashtra","Sindhudurg","5411.0","63.0","38.51","33.99","1850.0","21.5","13.17","11.62","1328.0","15.5","9.45","8.34","8589.0","61.13","53.95"
"517","2016","7","Maharashtra","Sindhudurg","4515.0","62.1","32.14","28.36","1481.0","20.4","10.54","9.3","1277.0","17.6","9.09","8.02","7273.0","51.77","45.68"
"517","2017","7","Maharashtra","Sindhudurg","4555.0","63.0","32.42","28.61","1531.0","21.2","10.9","9.62","1147.0","15.9","8.16","7.2","7233.0","51.48","45.43"
"1072","1998","7","Maharashtra","Gondia","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1072","1999","7","Maharashtra","Gondia","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1072","2000","7","Maharashtra","Gondia","11470.0","66.6","0.0","0.0","4422.0","25.7","0.0","0.0","1336.0","7.8","0.0","0.0","17228.0","0.0","0.0"
"1072","2001","7","Maharashtra","Gondia","12786.0","65.5","0.0","0.0","5230.0","26.8","0.0","0.0","1512.0","7.7","0.0","0.0","19528.0","0.0","0.0"
"1072","2002","7","Maharashtra","Gondia","14072.0","61.5","0.0","0.0","6379.0","27.9","0.0","0.0","2431.0","10.6","0.0","0.0","22882.0","0.0","0.0"
"1072","2003","7","Maharashtra","Gondia","12149.0","57.8","0.0","0.0","6635.0","31.5","0.0","0.0","2247.0","10.7","0.0","0.0","21031.0","0.0","0.0"
"1072","2004","7","Maharashtra","Gondia","12286.0","65.3","0.0","0.0","4811.0","25.6","0.0","0.0","1719.0","9.1","0.0","0.0","18816.0","0.0","0.0"
"1072","2005","7","Maharashtra","Gondia","15601.0","64.2","85.3","68.01","6474.0","26.7","35.4","28.22","2213.0","9.1","12.1","9.65","24288.0","132.79","105.88"
"1072","2006","7","Maharashtra","Gondia","17962.0","62.3","98.1","84.17","8244.0","28.6","45.02","38.63","2644.0","9.2","14.44","12.39","28850.0","157.56","135.19"
"1072","2007","7","Maharashtra","Gondia","19758.0","64.2","107.85","92.24","7474.0","24.3","40.8","34.89","3544.0","11.5","19.34","16.55","30776.0","167.99","143.68"
"1072","2008","7","Maharashtra","Gondia","14568.0","73.9","79.56","70.75","4434.0","22.5","24.22","21.53","701.0","3.6","3.83","3.4","19703.0","107.61","95.69"
"1072","2009","7","Maharashtra","Gondia","14032.0","58.9","76.85","64.13","8982.0","37.7","49.19","41.05","801.0","3.4","4.39","3.66","23815.0","130.42","108.84"
"1072","2010","7","Maharashtra","Gondia","17463.0","61.4","95.37","77.24","8908.0","31.3","48.65","39.4","2086.0","7.3","11.39","9.23","28457.0","155.42","125.86"
"1072","2011","7","Maharashtra","Gondia","16877.0","66.5","92.43","82.97","7466.0","29.4","40.89","36.71","1054.0","4.2","5.77","5.18","25397.0","139.09","124.86"
"1072","2012","7","Maharashtra","Gondia","15726.0","62.4","86.5","65.72","7285.0","28.9","40.07","30.44","2211.0","8.8","12.16","9.24","25222.0","138.73","105.4"
"1072","2013","7","Maharashtra","Gondia","17938.0","66.7","98.67","74.25","7585.0","28.2","41.72","31.39","1380.0","5.1","7.59","5.71","26903.0","147.98","111.35"
"1072","2014","7","Maharashtra","Gondia","17399.0","66.6","96.13","72.8","7411.0","28.4","40.94","31.01","1312.0","5.0","7.25","5.49","26122.0","144.32","109.3"
"1072","2015","7","Maharashtra","Gondia","21200.0","67.4","117.0","88.15","9268.0","29.4","51.15","38.54","1006.0","3.2","5.55","4.18","31474.0","173.7","130.87"
"1072","2016","7","Maharashtra","Gondia","21040.0","65.5","115.8","85.25","10061.0","31.3","55.37","40.77","1021.0","3.2","5.62","4.14","32122.0","176.79","130.15"
"1072","2017","7","Maharashtra","Gondia","16262.0","68.2","89.45","69.56","6871.0","28.8","37.79","29.39","715.0","3.0","3.93","3.06","23848.0","131.18","102.0"
"1073","1993","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1994","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1995","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1996","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1997","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1998","7","Maharashtra","Hingoli","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1073","1999","7","Maharashtra","Hingoli","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1073","2000","7","Maharashtra","Hingoli","11244.0","62.1","34.28","22.15","4762.0","26.3","14.52","9.38","2086.0","11.5","6.36","4.11","18092.0","55.16","35.64"
"1073","2001","7","Maharashtra","Hingoli","11445.0","60.5","34.73","21.93","5298.0","28.0","16.08","10.15","2179.0","11.5","6.61","4.18","18922.0","57.43","36.26"
"1073","2002","7","Maharashtra","Hingoli","12950.0","54.6","39.3","24.82","7570.0","31.9","22.97","14.51","3205.0","13.5","9.73","6.14","23725.0","72.0","45.47"
"1073","2003","7","Maharashtra","Hingoli","12421.0","55.1","37.7","23.8","7454.0","33.1","22.62","14.29","2655.0","11.8","8.06","5.09","22530.0","68.38","43.18"
"1073","2004","7","Maharashtra","Hingoli","8772.0","52.5","26.62","16.81","6231.0","37.3","18.91","11.94","1690.0","10.1","5.13","3.24","16693.0","50.66","31.99"
"1073","2005","7","Maharashtra","Hingoli","10476.0","54.6","31.79","23.09","6750.0","35.2","20.49","14.87","1950.0","10.2","5.92","4.3","19176.0","58.2","42.26"
"1073","2006","7","Maharashtra","Hingoli","11952.0","52.8","36.33","22.91","8409.0","37.1","25.56","16.12","2277.0","10.1","6.92","4.36","22638.0","68.81","43.39"
"1073","2007","7","Maharashtra","Hingoli","12423.0","54.7","37.74","23.64","7382.0","32.5","22.42","14.05","2895.0","12.8","8.79","5.51","22700.0","68.96","43.2"
"1073","2008","7","Maharashtra","Hingoli","13386.0","49.0","40.51","25.39","9232.0","33.8","27.94","17.51","4699.0","17.2","14.22","8.91","27317.0","82.68","51.81"
"1073","2009","7","Maharashtra","Hingoli","15525.0","43.8","47.05","30.45","14684.0","41.4","44.5","28.8","5238.0","14.8","15.87","10.27","35447.0","107.42","69.52"
"1073","2010","7","Maharashtra","Hingoli","23153.0","43.0","70.16","47.91","20997.0","39.0","63.63","43.45","9755.0","18.1","29.56","20.18","53905.0","163.35","111.54"
"1073","2011","7","Maharashtra","Hingoli","30929.0","51.3","93.72","69.99","22696.0","37.6","68.78","51.36","6703.0","11.1","20.31","15.17","60328.0","182.81","136.52"
"1073","2012","7","Maharashtra","Hingoli","21532.0","57.0","65.45","40.62","11651.0","30.9","35.41","21.98","4561.0","12.1","13.86","8.6","37744.0","114.72","71.2"
"1073","2013","7","Maharashtra","Hingoli","21823.0","56.8","65.91","37.86","11767.0","30.6","35.54","20.41","4806.0","12.5","14.52","8.34","38396.0","115.96","66.61"
"1073","2014","7","Maharashtra","Hingoli","19369.0","51.8","58.84","33.63","12490.0","33.4","37.94","21.68","5540.0","14.8","16.83","9.62","37399.0","113.61","64.93"
"1073","2015","7","Maharashtra","Hingoli","17517.0","44.5","53.21","30.4","16129.0","41.0","48.99","27.99","5702.0","14.5","17.32","9.9","39348.0","119.53","68.29"
"1073","2016","7","Maharashtra","Hingoli","17245.0","50.7","52.38","29.93","11879.0","34.9","36.08","20.62","4907.0","14.4","14.91","8.52","34031.0","103.37","59.06"
"1073","2017","7","Maharashtra","Hingoli","19126.0","47.3","56.47","32.14","15429.0","38.2","45.55","25.93","5876.0","14.5","17.35","9.87","40431.0","119.37","67.94"
"1074","1993","7","Maharashtra","Nandurbar","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1074","1994","7","Maharashtra","Nandurbar","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1074","1995","7","Maharashtra","Nandurbar","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1074","1996","7","Maharashtra","Nandurbar","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1074","1997","7","Maharashtra","Nandurbar","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1074","1998","7","Maharashtra","Nandurbar","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1074","1999","7","Maharashtra","Nandurbar","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1074","2000","7","Maharashtra","Nandurbar","9331.0","65.2","31.47","28.78","2576.0","18.0","8.69","7.95","2406.0","16.8","8.11","7.42","14313.0","48.27","44.15"
"1074","2001","7","Maharashtra","Nandurbar","11788.0","67.1","39.76","36.24","3248.0","18.5","10.95","9.98","2528.0","14.4","8.53","7.77","17564.0","59.24","53.99"
"1074","2002","7","Maharashtra","Nandurbar","17939.0","69.9","60.54","54.99","4439.0","17.3","14.98","13.61","3293.0","12.8","11.11","10.1","25671.0","86.64","78.7"
"1074","2003","7","Maharashtra","Nandurbar","20104.0","71.1","67.85","61.11","4610.0","16.3","15.56","14.01","3545.0","12.5","11.96","10.78","28259.0","95.37","85.89"
"1074","2004","7","Maharashtra","Nandurbar","18578.0","80.9","62.7","55.64","2453.0","10.7","8.28","7.35","1926.0","8.4","6.5","5.77","22957.0","77.48","68.75"
"1074","2005","7","Maharashtra","Nandurbar","24405.0","73.6","97.19","82.28","4901.0","14.8","19.52","16.52","3842.0","11.6","15.3","12.95","33148.0","132.01","111.76"
"1074","2006","7","Maharashtra","Nandurbar","27949.0","74.3","94.26","81.37","5442.0","14.5","18.35","15.84","4216.0","11.2","14.22","12.27","37607.0","126.84","109.48"
"1074","2007","7","Maharashtra","Nandurbar","32386.0","80.3","109.23","92.37","4233.0","10.5","14.28","12.07","3726.0","9.2","12.57","10.63","40345.0","136.07","115.07"
"1074","2008","7","Maharashtra","Nandurbar","32691.0","66.5","110.26","92.45","9318.0","19.0","31.43","26.35","7147.0","14.5","24.1","20.21","49156.0","165.79","139.02"
"1074","2009","7","Maharashtra","Nandurbar","33580.0","65.0","113.25","93.83","8561.0","16.6","28.87","23.92","9530.0","18.4","32.14","26.63","51671.0","174.27","144.37"
"1074","2010","7","Maharashtra","Nandurbar","32295.0","58.1","108.96","89.81","12289.0","22.1","41.46","34.17","10974.0","19.8","37.02","30.52","55558.0","187.44","154.5"
"1074","2011","7","Maharashtra","Nandurbar","32875.0","64.6","111.06","92.95","11651.0","22.9","39.36","32.94","6368.0","12.5","21.51","18.0","50894.0","171.94","143.89"
"1074","2012","7","Maharashtra","Nandurbar","33009.0","66.6","111.52","91.34","9020.0","18.2","30.47","24.96","7571.0","15.3","25.58","20.95","49600.0","167.57","137.24"
"1074","2013","7","Maharashtra","Nandurbar","37248.0","65.0","125.84","101.41","10842.0","18.9","36.63","29.52","9239.0","16.1","31.21","25.15","57329.0","193.68","156.08"
"1074","2014","7","Maharashtra","Nandurbar","35971.0","61.7","121.56","98.28","11423.0","19.6","38.6","31.21","10920.0","18.7","36.9","29.84","58314.0","197.07","159.33"
"1074","2015","7","Maharashtra","Nandurbar","38569.0","59.3","130.34","105.32","13422.0","20.7","45.36","36.65","12997.0","20.0","43.92","35.49","64988.0","219.63","177.47"
"1074","2016","7","Maharashtra","Nandurbar","36630.0","60.8","137.76","107.39","12781.0","21.2","48.07","37.47","10787.0","17.9","40.57","31.62","60199.0","226.4","176.48"
"1074","2017","7","Maharashtra","Nandurbar","36418.0","57.0","148.52","113.66","13824.0","21.6","56.38","43.15","13673.0","21.4","55.76","42.67","63915.0","260.66","199.49"
"1075","1993","7","Maharashtra","Washim","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1075","1994","7","Maharashtra","Washim","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1075","1995","7","Maharashtra","Washim","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1075","1996","7","Maharashtra","Washim","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1075","1997","7","Maharashtra","Washim","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1075","1998","7","Maharashtra","Washim","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1075","1999","7","Maharashtra","Washim","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1075","2000","7","Maharashtra","Washim","13982.0","59.5","36.96","25.8","8297.0","35.3","21.93","15.31","1224.0","5.2","3.24","2.26","23503.0","62.13","43.37"
"1075","2001","7","Maharashtra","Washim","14333.0","59.5","37.74","24.95","8416.0","34.9","22.16","14.65","1356.0","5.6","3.57","2.36","24105.0","63.47","41.96"
"1075","2002","7","Maharashtra","Washim","10608.0","47.3","27.95","17.96","10359.0","46.2","27.29","17.54","1453.0","6.5","3.83","2.46","22420.0","59.06","37.96"
"1075","2003","7","Maharashtra","Washim","9329.0","49.7","24.6","15.8","8099.0","43.2","21.36","13.72","1336.0","7.1","3.52","2.26","18764.0","49.48","31.79"
"1075","2004","7","Maharashtra","Washim","10002.0","46.6","26.39","18.54","10047.0","46.8","26.51","18.62","1437.0","6.7","3.79","2.66","21486.0","56.69","39.83"
"1075","2005","7","Maharashtra","Washim","12459.0","53.9","32.96","29.02","8948.0","38.7","23.67","20.84","1702.0","7.4","4.5","3.96","23109.0","61.13","53.83"
"1075","2006","7","Maharashtra","Washim","14217.0","52.3","37.61","25.87","11003.0","40.5","29.11","20.02","1965.0","7.2","5.2","3.58","27185.0","71.92","49.46"
"1075","2007","7","Maharashtra","Washim","14202.0","51.8","37.61","25.24","9680.0","35.3","25.64","17.21","3525.0","12.9","9.34","6.27","27407.0","72.58","48.71"
"1075","2008","7","Maharashtra","Washim","9981.0","49.3","26.43","18.43","8281.0","40.9","21.92","15.29","2002.0","9.9","5.3","3.7","20264.0","53.65","37.41"
"1075","2009","7","Maharashtra","Washim","15312.0","48.3","40.54","29.96","13655.0","43.0","36.15","26.72","2757.0","8.7","7.3","5.4","31724.0","83.99","62.08"
"1075","2010","7","Maharashtra","Washim","21272.0","50.8","56.3","40.87","15933.0","38.0","42.17","30.61","4697.0","11.2","12.43","9.02","41902.0","110.91","80.5"
"1075","2011","7","Maharashtra","Washim","20515.0","51.2","54.3","46.73","15480.0","38.7","40.97","35.26","4040.0","10.1","10.69","9.2","40035.0","105.97","91.2"
"1075","2012","7","Maharashtra","Washim","21162.0","53.2","56.01","39.56","15067.0","37.9","39.88","28.17","3550.0","8.9","9.4","6.64","39779.0","105.29","74.37"
"1075","2013","7","Maharashtra","Washim","22636.0","57.4","59.88","42.37","15057.0","38.2","39.83","28.18","1738.0","4.4","4.6","3.25","39431.0","104.31","73.8"
"1075","2014","7","Maharashtra","Washim","20289.0","53.2","54.05","38.07","14286.0","37.5","38.06","26.8","3555.0","9.3","9.47","6.67","38130.0","101.57","71.54"
"1075","2015","7","Maharashtra","Washim","19929.0","48.8","53.09","37.97","17105.0","41.8","45.56","32.59","3846.0","9.4","10.25","7.33","40880.0","108.9","77.88"
"1075","2016","7","Maharashtra","Washim","18263.0","54.1","47.93","34.21","13179.0","39.1","34.59","24.68","2287.0","6.8","6.0","4.28","33729.0","88.53","63.17"
"1075","2017","7","Maharashtra","Washim","11111.0","45.3","29.13","21.65","11104.0","45.3","29.11","21.64","2324.0","9.5","6.09","4.53","24539.0","64.34","47.82"
"1076","1998","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","1999","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2000","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2001","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2002","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2003","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2004","7","Maharashtra","Mumbai sub","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","0.0","-1.0","-1.0"
"1076","2005","7","Maharashtra","Mumbai sub","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1076","2006","7","Maharashtra","Mumbai sub","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1076","2007","7","Maharashtra","Mumbai sub","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1076","2008","7","Maharashtra","Mumbai sub","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1990","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1991","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1992","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1993","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1994","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1995","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1996","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","1997","7","Maharashtra","Mumbai City","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2027","2011","7","Maharashtra","Mumbai City","31948.0","72.7","-1.0","-1.0","10504.0","23.9","-1.0","-1.0","1518.0","3.5","-1.0","-1.0","43970.0","-1.0","-1.0"
"2059","2014","7","Maharashtra","Palghar","8975.0","87.7","-1.0","-1.0","661.0","6.5","-1.0","-1.0","593.0","5.8","-1.0","-1.0","10229.0","-1.0","-1.0"
"2059","2015","7","Maharashtra","Palghar","3188.0","71.7","-1.0","-1.0","625.0","14.1","-1.0","-1.0","632.0","14.2","-1.0","-1.0","4445.0","-1.0","-1.0"
"2059","2016","7","Maharashtra","Palghar","1720.0","55.4","-1.0","-1.0","714.0","23.0","-1.0","-1.0","672.0","21.6","-1.0","-1.0","3107.0","-1.0","-1.0"
"2059","2017","7","Maharashtra","Palghar","10191.0","76.4","-1.0","-1.0","1829.0","13.7","-1.0","-1.0","1318.0","9.9","-1.0","-1.0","13338.0","-1.0","-1.0"
